,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category
 Local Time,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
Local Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01,2.1953922669243005,2.28658289359442,1.5614028334295162,2.0645725173015226,2.127954366526791,3.1151617857713263,6.72580760942916,11.167638361088613,14.644623630079552,16.868093854299723,20.949665060138056,21.12302031421975,21.086633751906046,20.94017505747607,26.567703179234428,23.864737423639223,23.013564588198985,15.174127759976056,11.328314652308173,8.755413237990048,6.48227288504975,4.645953124886194,3.3361113355563536,2.3433212772252587,A,A,A,A,A,A,A,B,B,B,C,C,C,C,D,C,C,B,B,A,A,A,A,A
2023-12-02,2.1528972246982554,1.4768193895174453,1.2161772094122572,1.4897985130438052,1.2208152121280134,1.4067956459155038,2.3480666995387565,3.9020838426912423,7.065740029405427,11.156469041826687,14.274793018477153,18.053932403703655,18.120437833516725,15.101954075119902,17.771902430715425,18.117469014008943,17.68075044615003,14.225068863948728,9.483830592815192,8.460664755057687,6.54687681148058,5.152900444423868,3.325792647152301,3.042606251043865,A,A,A,A,A,A,A,A,A,B,B,C,C,B,B,C,B,B,A,A,A,A,A,A
2023-12-03,1.8103079375564048,1.2141114228296244,1.214483105243005,1.1299051844147567,1.0698545884905104,0.8402059593087127,1.6592249478884602,2.603755238959086,3.6545475323658145,8.869417850322895,16.87540264784983,22.76199952820421,21.446630444954668,22.697431778229703,20.453967753512085,18.69328040062312,16.982446609609298,13.007734683435855,10.305326347049391,10.671861529465934,6.8206439794204705,3.4633696477512568,2.586455751812162,1.5975147996923103,A,A,A,A,A,A,A,A,A,A,B,C,C,C,C,C,B,B,A,A,A,A,A,A
2023-12-04,1.0847169655270679,1.020639585167785,0.9011632834752032,1.7845803765326438,2.2073001805847414,2.9682434543263416,6.36958593547246,13.262322702785546,15.030701543781605,16.91406894461796,21.838097647192175,20.495304385468636,21.227060685308587,22.394208727085996,22.423904246902246,22.482390161902426,23.2760939495034,15.144367664987863,10.632686110991589,5.982773016815791,4.63587964185584,3.066122947073832,2.169902693787726,1.529615888889488,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-05,0.9152854719379294,0.7984226903875931,1.1435235731276372,1.6767687848747246,2.2933983284993333,3.3518768065390763,7.219489336340471,16.230388885144034,17.16634131085401,17.540287277077727,18.610440704565846,17.813984687752285,18.296143577562766,20.910607332995543,22.763306847603687,24.22643722044173,23.068978610495158,18.744563806656416,10.23510430572266,6.238672928543685,4.580485211999762,4.39195039740099,2.73951077489966,2.1553180394618634,A,A,A,A,A,A,A,B,B,B,C,B,C,C,C,C,C,C,A,A,A,A,A,A
2023-12-06,1.560832147366313,1.4038905198861482,1.3193494045639937,2.2229925056340423,2.101380508430351,3.9089736504101125,7.071113751565643,13.583160022596495,16.58372213326823,16.388655476037666,17.12694693081679,17.08004541337104,18.29649197140037,21.482672697830676,24.850823129829077,24.65066133227683,24.88486433122484,18.889821628331724,12.164218458798585,9.340926329266512,6.681114963382543,8.49661339536931,5.191854666136339,2.2552205013928903,A,A,A,A,A,A,A,B,B,B,B,B,C,C,C,C,C,C,B,A,A,A,A,A
2023-12-07,1.6754542906877739,1.5028062678336427,1.5565547623662603,2.318894216864925,1.478754489899419,2.7587924282283387,7.1105358876377345,14.984049040360482,16.699586383070507,17.148705294583532,18.994247365380613,21.37469909840995,19.081986599745537,21.491890302036367,21.949353508975914,26.098471814771475,25.450632791613963,18.410087036618357,10.722553916450435,5.41498309775212,3.731948543973479,4.243832852233346,3.4962993514772744,1.3868108805278607,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,D,C,C,A,A,A,A,A,A
2023-12-08,0.9672549801813572,3.1422477758533107,1.0647207972353188,1.2549641824621411,2.224317823379073,3.2111447400705035,5.725774082483517,13.089914579078982,16.26583997300573,19.88261755981936,22.901191343645486,20.847109503199786,22.404854747076147,22.80924015109402,28.578259078394304,25.8370126676956,23.794602698902313,16.797239948849494,12.969076539793553,8.972431472614545,6.5274880966075965,4.81119431358016,3.8161714421868544,2.3069380725847983,A,A,A,A,A,A,A,B,B,C,C,C,C,C,D,C,C,B,B,A,A,A,A,A
2023-12-09,1.3420929460307818,1.2369121297377994,1.1599564513803369,1.5748370392386575,1.0277775441415336,1.888901992831647,2.6178527233480438,4.597821633737309,6.93348431719138,11.921070354759728,17.21707987508607,18.708741362078825,16.08301651000704,17.362806946209314,15.534415021319843,14.452879455025855,13.041084042087649,11.384856197467675,9.655829743381343,7.275487811007457,6.8238368718366464,6.770085984291424,4.3153721087973755,2.3657675404223366,A,A,A,A,A,A,A,A,A,B,B,C,B,B,B,B,B,B,A,A,A,A,A,A
2023-12-10,1.855092757969078,1.6843571476057009,1.7357937788724485,1.4076883245503053,1.2067240019845284,1.1148762397203134,1.6770684687022144,2.8340286489532436,3.553966971898417,10.106914650695217,18.324841285602638,23.01353725818696,24.16121701351386,23.343888189551556,23.934088458998282,20.267642872702258,18.760938588989397,15.459147880764496,11.83950929075674,9.478853636755177,7.622641925616044,4.97823291837242,2.8081753606552633,1.5368434110033469,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,B,B,A,A,A,A,A
2023-12-11,1.3151125912770063,1.260358788026214,1.047800854668416,1.7804124619443864,2.157697200133349,2.43811876054037,7.453743494073277,13.42125547060365,16.170607629439555,17.258386036381374,20.63479019893775,19.936594240593823,20.427538706133106,21.140226066049483,22.591394099603523,24.01187341312449,24.48921915411179,17.740805488579436,10.392159051430664,6.243075943776236,5.5206827967434124,3.590688610457859,2.3208212678036064,1.4129276536462467,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-12,1.4308867240670213,0.8629193018190688,0.9171360580667123,1.5074909684952085,1.766527451212846,3.72432162264031,8.912327021153487,14.211141218898783,17.9330474620416,16.069713334760376,17.793368470002743,17.650326264111566,18.519227923123278,24.60670396982986,21.41961910060221,21.892354257667115,23.72233095721032,17.29563120449407,10.401303217913583,6.820775061086754,5.3096301089297935,3.1605309266919184,2.358923468463545,2.047106012022683,A,A,A,A,A,A,A,B,B,B,B,B,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-13,1.453409983150978,1.1150303822937875,0.8318049336880096,1.3077456559817682,2.2640250849602297,2.8761406449692846,7.159628315398404,13.917621416947833,16.479223831822146,15.177802402580909,18.01740550997486,18.42536991691182,20.54604310350496,23.043702759230005,21.08693155058199,25.938408718563288,27.09759293373719,20.028349661538464,11.915616791237474,7.176933371960936,4.723737119649779,4.26866103695946,3.042699270007871,2.518944396884754,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,D,C,B,A,A,A,A,A
2023-12-14,1.9872970110134667,1.5175191070284921,1.1362189432077305,1.671484388084896,2.4251407620735734,3.531222479612939,7.105838597593143,13.462197320774296,14.912244121879583,18.163844927565798,20.07338419357206,19.233756996382095,21.09510021805846,22.22370538787777,24.54378319964901,26.32208265307971,26.006158104422216,17.058505526598672,12.048005471739943,8.101638846072492,5.090438859674168,5.509125004423284,2.9117591590562495,2.121702500054054,A,A,A,A,A,A,A,B,B,C,C,C,C,C,C,D,D,B,B,A,A,A,A,A
2023-12-15,2.166160017480229,1.0840986850067789,1.5929668078988533,1.5888540929740262,1.3531898819565664,3.7449779131551173,6.764910768052811,11.815289407247944,14.640833885576802,17.41100266000265,22.798893835105435,21.687358606002956,22.264477261111924,25.895188097186622,25.47975426963327,26.46683284931793,24.240444923695232,15.499304955626613,14.034981086272355,9.704127714662595,6.77416446609005,5.260418574478582,5.433212615019566,3.3885630098305812,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,D,C,B,B,A,A,A,A,A
2023-12-16,1.4729850710908445,2.3470064232588834,0.9105202251160189,1.0891119994761314,1.106655924874702,1.244687220249811,2.4396280767460916,3.9174765704133003,8.061549590207749,12.554715553266874,14.849504356080917,16.53667841921884,19.92753619498743,15.89476047301297,16.21279234791634,17.710207981491294,17.008933003500783,12.671725730726267,8.67651588808542,7.834490506889812,7.672956502268957,6.86392169702845,5.063427851513827,3.112064244326816,A,A,A,A,A,A,A,A,A,B,B,B,C,B,B,B,B,B,A,A,A,A,A,A
2023-12-17,2.002668613604484,1.4925431750795914,1.3045800928649467,0.9593999683281903,0.6723936337236601,1.4035424571629143,1.787498516726283,2.8297068319955887,4.501235639236304,9.326375263665522,18.27801985157001,19.972885713549697,22.269669093296603,22.423827237978855,21.267367263748525,22.860725644576473,20.187512798683564,14.191662445577196,10.73650188305974,10.7071912528292,7.03275356756403,6.5002294750978535,3.4481793078262672,1.858609974906988,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-18,1.443619327512409,0.9674386570435566,1.9536807258179827,1.2494371775745585,1.8474323408151105,3.064688403508809,6.46528285984069,12.613506741810134,15.140991737614069,17.318940680510913,19.821059597506668,20.058616201626762,21.48338843226501,21.861646164892445,23.609431261600456,25.96472373750025,25.069132814651137,17.80786291598939,10.699564660058721,7.814210323497089,6.495302517754708,5.13321358925825,2.823514598444499,1.1592976064371125,A,A,A,A,A,A,A,B,B,B,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-19,0.9331336477923637,0.9144522404071614,0.5502424381996085,1.0624221698583036,1.6915308329271772,3.060906550956081,6.287432801152106,11.440048527408642,14.725899755010337,14.633990409758356,16.155120933227362,15.915891308885229,17.414025260473636,17.22368873398336,20.413044305653724,20.77872540754567,24.04878890260087,15.89476047301297,9.339021644316869,6.22238886723524,5.144455322914294,3.14074150214108,2.5206218226661745,1.2837869709608674,A,A,A,A,A,A,A,B,B,B,B,B,B,B,C,C,C,B,A,A,A,A,A,A
2023-12-20,1.279655481482767,0.8796322113005931,1.013902875904751,1.2017395526196906,1.9797902509931722,2.4128913311060534,6.171787266268087,12.029703961834691,14.724467463408715,13.713341621889121,17.75593718055481,17.7972688050425,18.376171668790704,24.02723944300632,21.818043933668683,21.82924516941793,21.98789119558941,16.555421035637014,10.496475592347979,7.700306420179369,6.3314627808535064,3.8765847566621354,2.489159416440411,1.5229400464345562,A,A,A,A,A,A,A,B,B,B,B,B,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-21,1.444613423449803,0.9513276368023792,1.1530943489492078,1.7581531286809173,1.527275389328094,2.7418155125174164,5.603205422683355,10.730607101008788,14.37240831067913,15.70043658531354,16.401714615127215,18.100422130367885,17.4014930960743,19.595569896426934,20.04091300041844,17.78077447841978,17.926512765411648,13.732042297853939,9.194342767898839,7.280300255530946,6.304386326131401,5.184541970376963,2.6926428718202446,1.9949614849210533,A,A,A,A,A,A,A,A,B,B,B,C,B,C,C,B,B,B,A,A,A,A,A,A
2023-12-22,1.573886303553779,0.8138964082396646,1.353197089384992,1.5854248611788477,1.7248055502881847,2.7378816504593053,4.519488044855411,9.059537131161568,13.132705847244596,14.222997391404483,18.19033152515817,16.12983902003582,18.07256625677566,19.937809994043352,16.975336767437593,16.33980038159843,18.679141929112955,12.411776999814107,10.736419165926762,7.608232739946799,8.385207947910583,5.561971968674524,3.8069593965346424,2.4299576343271942,A,A,A,A,A,A,A,A,B,B,C,B,C,C,B,B,C,B,A,A,A,A,A,A
2023-12-23,1.5613813746316099,0.7665667505885375,1.0171606850349406,1.5460637490924982,1.0772280425757703,1.328145569398608,2.2250052836546192,3.990339339319218,6.6321039320186905,10.617451485903976,13.502317738274451,17.421484330801675,16.564953172579308,17.32571190425041,15.926334715036113,15.593648551008688,13.608927299188917,10.604799638297926,7.835435260987778,6.72144346540132,7.319173360341353,5.44234268109933,3.4318336938519307,1.4005371421533384,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2023-12-24,1.3902454292671496,0.592297646020795,0.942921125768519,0.945790567518021,0.797472841350754,0.6227596940351001,1.2421644071056017,1.6145019346281813,3.8410711743460277,7.142282070600832,10.948968963960883,13.707243883903384,13.231602420302996,12.348803854969498,11.074360312588603,9.760395055195021,8.458450379469237,7.203780791886089,5.959536976859336,4.742809883104861,3.569942786749117,2.4053931564799753,1.2807856599832956,0.5586972982716207,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A
2023-12-25,0.5034183299804693,0.12747703867923535,0.061897865303560125,0.10209957163473836,0.17367222180744624,0.08540468313857716,0.5113629713157538,0.8443931940971795,1.906190317305717,3.8278851206778364,5.380484222143202,7.316840606320052,6.647282831793465,4.512510311725041,3.8462654227986497,4.0356317466638325,4.725520192722659,4.733505950155017,4.188522294290357,2.853992150704585,2.268099309412716,1.5394726015427795,0.7182664992453925,0.4779867140188102,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2023-12-26,0.3933297667459467,0.3427132063808935,0.29522883850408527,0.13917902797838502,0.24421009072724784,0.30832815478104514,0.994499527101866,1.6048526548640036,3.6437643152785517,7.354656755433162,15.964508443408585,14.035254912847053,13.079070272998361,12.88970056350399,14.179500255649529,15.450332224814366,12.238591569855915,8.114917124332965,7.54657064678711,6.71570893112362,4.762525056397954,2.4314931035203977,1.8460976454523819,1.0198180809324748,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2023-12-27,0.8564376606762164,0.6440305403117125,0.5655784994294236,0.9038880900844586,1.0184876495947606,1.4209356282035484,2.925911483633055,5.457275405040078,7.11906384902221,11.951478302776454,21.526158839387655,23.021468007403676,20.39791097506024,19.132139465636847,21.455825186541404,18.164296405010223,13.739317565062704,11.227279194649899,8.604934893565297,6.03697061170149,3.280542805668542,3.134901625078484,1.9426733881922469,1.875178647304563,A,A,A,A,A,A,A,A,A,B,C,C,C,C,C,C,B,B,A,A,A,A,A,A
2023-12-28,1.3681804779345539,1.1611166212463522,1.0168757238680106,0.8832845762308251,1.2852722744150535,1.3932955105042466,2.7427201845395466,4.335122610583742,7.631020303193187,11.999826844495276,17.09916131127067,18.923420402743574,20.941333131319002,20.488404562215937,18.754724251777045,22.17019735763309,17.008401200158133,13.779375044347923,9.313619889725778,7.744632189013168,5.41991258379432,3.046689523589742,2.6797171236257435,1.9631643474935863,A,A,A,A,A,A,A,A,A,B,B,C,C,C,C,C,B,B,A,A,A,A,A,A
2023-12-29,1.4178465924938612,0.9516349671720574,0.9945309745795602,1.1671394920633782,1.1076145421380839,1.5342131761768445,3.000388035956871,4.5550530378372605,7.2074908848091015,13.616789985001764,23.578291732908383,23.467042337472137,21.885975940589436,22.64213270871879,23.805009571531205,24.68777906637776,24.56787864879227,13.097223739596448,9.402976622725264,7.3013004881614885,6.430363050061095,3.9117293459438596,2.37114316975776,2.1959866442978444,A,A,A,A,A,A,A,A,A,B,C,C,C,C,C,C,C,B,A,A,A,A,A,A
2023-12-30,1.7088432757208243,1.2812202289608887,0.877943142022523,1.1734951500319184,0.7085826908076974,0.921189711783415,1.2542567970822363,2.4834853509615757,5.076230996196166,10.544773765666394,17.755550809441118,19.873261354121244,21.74044131336119,21.69808563009755,18.705145799751925,16.605584525895598,13.321856549772047,10.452443646106337,7.026817654307629,6.7153062743708025,4.193132537433986,3.317471815774386,2.301648945978234,2.0496701993361586,A,A,A,A,A,A,A,A,A,A,B,C,C,C,C,B,B,A,A,A,A,A,A,A
2023-12-31,1.3235697018037806,0.8657723272495719,0.7608775526045104,0.7134957276017844,0.9038976089710822,0.6474787877082284,1.2336468930375666,1.5878461317270456,2.4027426836868444,5.144002462116857,9.388041265623828,12.052783088612484,11.687764804312888,14.20281661633356,14.62355658209238,16.062710182153005,13.485845958201706,8.243836001607797,6.761951671817493,5.39482357077314,3.9245231914492207,2.1015434979825627,1.4785823695826021,0.929547279733063,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A
